,sales,date,region
5314,2150.0,2021-09-26,east
5315,2200.0,2021-09-26,west
5316,2140.0,2021-09-27,north
5317,2365.0,2021-09-27,south
5318,2090.0,2021-09-27,east
5319,2115.0,2021-09-27,west
5320,2070.0,2021-09-28,north
5321,2085.0,2021-09-28,south
5322,2435.0,2021-09-28,east
5323,2115.0,2021-09-28,west
5324,2340.0,2021-09-29,north
5325,2225.0,2021-09-29,south
5326,2140.0,2021-09-29,east
5327,2240.0,2021-09-29,west
5328,2000.0,2021-09-30,north
5329,2175.0,2021-09-30,south
5330,2020.0,2021-09-30,east
5331,2425.0,2021-09-30,west
5332,2350.0,2021-10-01,north
5333,2215.0,2021-10-01,south
5334,2345.0,2021-10-01,east
5335,2360.0,2021-10-01,west
5336,2370.0,2021-10-02,north
5337,2180.0,2021-10-02,south
5338,2000.0,2021-10-02,east
5339,2235.0,2021-10-02,west
5340,2055.0,2021-10-03,north
5341,2265.0,2021-10-03,south
5342,2165.0,2021-10-03,east
5343,2165.0,2021-10-03,west
5344,2135.0,2021-10-04,north
5345,2395.0,2021-10-04,south
5346,2240.0,2021-10-04,east
5347,2295.0,2021-10-04,west
5348,2425.0,2021-10-05,north
5349,2255.0,2021-10-05,south
5350,2145.0,2021-10-05,east
5351,2000.0,2021-10-05,west
5352,2090.0,2021-10-06,north
5353,2390.0,2021-10-06,south
5354,2120.0,2021-10-06,east
5355,2405.0,2021-10-06,west
5356,2370.0,2021-10-07,north
5357,2080.0,2021-10-07,south
5358,2160.0,2021-10-07,east
5359,2270.0,2021-10-07,west
5360,2455.0,2021-10-08,north
5361,2360.0,2021-10-08,south
5362,2085.0,2021-10-08,east
5363,2045.0,2021-10-08,west
5364,2260.0,2021-10-09,north
5365,2300.0,2021-10-09,south
5366,2065.0,2021-10-09,east
5367,2025.0,2021-10-09,west
5368,2400.0,2021-10-10,north
5369,2255.0,2021-10-10,south
5370,2335.0,2021-10-10,east
5371,2460.0,2021-10-10,west
5372,2120.0,2021-10-11,north
5373,2230.0,2021-10-11,south
5374,2195.0,2021-10-11,east
5375,2205.0,2021-10-11,west
5376,2105.0,2021-10-12,north
5377,2105.0,2021-10-12,south
5378,2065.0,2021-10-12,east
5379,2005.0,2021-10-12,west
5380,2205.0,2021-10-13,north
5381,2495.0,2021-10-13,south
5382,2125.0,2021-10-13,east
5383,2410.0,2021-10-13,west
5384,2320.0,2021-10-14,north
5385,2010.0,2021-10-14,south
5386,2330.0,2021-10-14,east
5387,2275.0,2021-10-14,west
5388,2305.0,2021-10-15,north
5389,2425.0,2021-10-15,south
5390,2310.0,2021-10-15,east
5391,2090.0,2021-10-15,west
5392,2485.0,2021-10-16,north
5393,2415.0,2021-10-16,south
5394,2395.0,2021-10-16,east
5395,2090.0,2021-10-16,west
5396,2010.0,2021-10-17,north
5397,2085.0,2021-10-17,south
5398,2250.0,2021-10-17,east
5399,2450.0,2021-10-17,west
5400,2230.0,2021-10-18,north
5401,2310.0,2021-10-18,south
5402,2005.0,2021-10-18,east
5403,2025.0,2021-10-18,west
5404,2085.0,2021-10-19,north
5405,2275.0,2021-10-19,south
5406,2220.0,2021-10-19,east
5407,2395.0,2021-10-19,west
5408,2070.0,2021-10-20,north
5409,2210.0,2021-10-20,south
5410,2290.0,2021-10-20,east
5411,2380.0,2021-10-20,west
5412,2475.0,2021-10-21,north
5413,2175.0,2021-10-21,south
5414,2015.0,2021-10-21,east
5415,2115.0,2021-10-21,west
5416,2030.0,2021-10-22,north
5417,2400.0,2021-10-22,south
5418,2180.0,2021-10-22,east
5419,2345.0,2021-10-22,west
5420,2485.0,2021-10-23,north
5421,2225.0,2021-10-23,south
5422,2095.0,2021-10-23,east
5423,2350.0,2021-10-23,west
5424,2315.0,2021-10-24,north
5425,2155.0,2021-10-24,south
5426,2305.0,2021-10-24,east
5427,2250.0,2021-10-24,west
5428,2470.0,2021-10-25,north
5429,2135.0,2021-10-25,south
5430,2255.0,2021-10-25,east
5431,2270.0,2021-10-25,west
5432,2410.0,2021-10-26,north
5433,2490.0,2021-10-26,south
5434,2250.0,2021-10-26,east
5435,2220.0,2021-10-26,west
5436,2145.0,2021-10-27,north
5437,2145.0,2021-10-27,south
5438,2450.0,2021-10-27,east
5439,2090.0,2021-10-27,west
5440,2165.0,2021-10-28,north
5441,2355.0,2021-10-28,south
5442,2315.0,2021-10-28,east
5443,2300.0,2021-10-28,west
5444,2225.0,2021-10-29,north
5445,2175.0,2021-10-29,south
5446,2435.0,2021-10-29,east
5447,2035.0,2021-10-29,west
5448,2430.0,2021-10-30,north
5449,2180.0,2021-10-30,south
5450,2060.0,2021-10-30,east
5451,2470.0,2021-10-30,west
5452,2400.0,2021-10-31,north
5453,2220.0,2021-10-31,south
5454,2395.0,2021-10-31,east
5455,2120.0,2021-10-31,west
5456,2080.0,2021-11-01,north
5457,2445.0,2021-11-01,south
5458,2415.0,2021-11-01,east
5459,2355.0,2021-11-01,west
5460,2405.0,2021-11-02,north
5461,2120.0,2021-11-02,south
5462,2195.0,2021-11-02,east
5463,2025.0,2021-11-02,west
5464,2305.0,2021-11-03,north
5465,2035.0,2021-11-03,south
5466,2085.0,2021-11-03,east
5467,2285.0,2021-11-03,west
5468,2205.0,2021-11-04,north
5469,2155.0,2021-11-04,south
5470,2105.0,2021-11-04,east
5471,2085.0,2021-11-04,west
5472,2475.0,2021-11-05,north
5473,2425.0,2021-11-05,south
5474,2330.0,2021-11-05,east
5475,2205.0,2021-11-05,west
5476,2235.0,2021-11-06,north
5477,2050.0,2021-11-06,south
5478,2455.0,2021-11-06,east
5479,2065.0,2021-11-06,west
5480,2210.0,2021-11-07,north
5481,2065.0,2021-11-07,south
5482,2215.0,2021-11-07,east
5483,2275.0,2021-11-07,west
5484,2005.0,2021-11-08,north
5485,2120.0,2021-11-08,south
5486,2140.0,2021-11-08,east
5487,2260.0,2021-11-08,west
5488,2165.0,2021-11-09,north
5489,2000.0,2021-11-09,south
5490,2435.0,2021-11-09,east
5491,2250.0,2021-11-09,west
5492,2485.0,2021-11-10,north
5493,2090.0,2021-11-10,south
5494,2025.0,2021-11-10,east
5495,2365.0,2021-11-10,west
5496,2150.0,2021-11-11,north
5497,2160.0,2021-11-11,south
5498,2035.0,2021-11-11,east
5499,2445.0,2021-11-11,west
5500,2350.0,2021-11-12,north
5501,2130.0,2021-11-12,south
5502,2045.0,2021-11-12,east
5503,2490.0,2021-11-12,west
5504,2315.0,2021-11-13,north
5505,2210.0,2021-11-13,south
5506,2345.0,2021-11-13,east
5507,2285.0,2021-11-13,west
5508,2225.0,2021-11-14,north
5509,2190.0,2021-11-14,south
5510,2495.0,2021-11-14,east
5511,2485.0,2021-11-14,west
5512,2105.0,2021-11-15,north
5513,2425.0,2021-11-15,south
5514,2155.0,2021-11-15,east
5515,2495.0,2021-11-15,west
5516,2485.0,2021-11-16,north
5517,2225.0,2021-11-16,south
5518,2315.0,2021-11-16,east
5519,2300.0,2021-11-16,west
5520,2165.0,2021-11-17,north
5521,2240.0,2021-11-17,south
5522,2290.0,2021-11-17,east
5523,2025.0,2021-11-17,west
5524,2080.0,2021-11-18,north
5525,2325.0,2021-11-18,south
5526,2105.0,2021-11-18,east
5527,2245.0,2021-11-18,west
5528,2180.0,2021-11-19,north
5529,2180.0,2021-11-19,south
5530,2345.0,2021-11-19,east
5531,2435.0,2021-11-19,west
5532,2490.0,2021-11-20,north
5533,2160.0,2021-11-20,south
5534,2460.0,2021-11-20,east
5535,2040.0,2021-11-20,west
5536,2010.0,2021-11-21,north
5537,2440.0,2021-11-21,south
5538,2190.0,2021-11-21,east
5539,2365.0,2021-11-21,west
5540,2145.0,2021-11-22,north
5541,2420.0,2021-11-22,south
5542,2200.0,2021-11-22,east
5543,2075.0,2021-11-22,west
5544,2075.0,2021-11-23,north
5545,2450.0,2021-11-23,south
5546,2280.0,2021-11-23,east
5547,2220.0,2021-11-23,west
5548,2410.0,2021-11-24,north
5549,2015.0,2021-11-24,south
5550,2020.0,2021-11-24,east
5551,2060.0,2021-11-24,west
5552,2410.0,2021-11-25,north
5553,2485.0,2021-11-25,south
5554,2445.0,2021-11-25,east
5555,2285.0,2021-11-25,west
5556,2490.0,2021-11-26,north
5557,2215.0,2021-11-26,south
5558,2015.0,2021-11-26,east
5559,2070.0,2021-11-26,west
5560,2170.0,2021-11-27,north
5561,2235.0,2021-11-27,south
5562,2145.0,2021-11-27,east
5563,2370.0,2021-11-27,west
5564,2035.0,2021-11-28,north
5565,2335.0,2021-11-28,south
5566,2390.0,2021-11-28,east
5567,2500.0,2021-11-28,west
5568,2180.0,2021-11-29,north
5569,2495.0,2021-11-29,south
5570,2170.0,2021-11-29,east
5571,2275.0,2021-11-29,west
5572,2265.0,2021-11-30,north
5573,2035.0,2021-11-30,south
5574,2480.0,2021-11-30,east
5575,2390.0,2021-11-30,west
5576,2415.0,2021-12-01,north
5577,2275.0,2021-12-01,south
5578,2100.0,2021-12-01,east
5579,2105.0,2021-12-01,west
5580,2330.0,2021-12-02,north
5581,2170.0,2021-12-02,south
5582,2460.0,2021-12-02,east
5583,2200.0,2021-12-02,west
5584,2225.0,2021-12-03,north
5585,2350.0,2021-12-03,south
5586,2125.0,2021-12-03,east
5587,2245.0,2021-12-03,west
5588,2025.0,2021-12-04,north
5589,2010.0,2021-12-04,south
5590,2005.0,2021-12-04,east
5591,2455.0,2021-12-04,west
5592,2130.0,2021-12-05,north
5593,2445.0,2021-12-05,south
5594,2190.0,2021-12-05,east
5595,2265.0,2021-12-05,west
5596,2380.0,2021-12-06,north
5597,2235.0,2021-12-06,south
5598,2200.0,2021-12-06,east
5599,2200.0,2021-12-06,west
5600,2090.0,2021-12-07,north
5601,2165.0,2021-12-07,south
5602,2300.0,2021-12-07,east
5603,2400.0,2021-12-07,west
5604,2135.0,2021-12-08,north
5605,2315.0,2021-12-08,south
5606,2375.0,2021-12-08,east
5607,2080.0,2021-12-08,west
5608,2270.0,2021-12-09,north
5609,2430.0,2021-12-09,south
5610,2335.0,2021-12-09,east
5611,2065.0,2021-12-09,west
5612,2235.0,2021-12-10,north
5613,2375.0,2021-12-10,south
5614,2400.0,2021-12-10,east
5615,2305.0,2021-12-10,west
5616,2310.0,2021-12-11,north
5617,2155.0,2021-12-11,south
5618,2435.0,2021-12-11,east
5619,2165.0,2021-12-11,west
5620,2225.0,2021-12-12,north
5621,2055.0,2021-12-12,south
5622,2235.0,2021-12-12,east
5623,2295.0,2021-12-12,west
5624,2040.0,2021-12-13,north
5625,2320.0,2021-12-13,south
5626,2110.0,2021-12-13,east
5627,2180.0,2021-12-13,west
5628,2360.0,2021-12-14,north
5629,2420.0,2021-12-14,south
5630,2370.0,2021-12-14,east
5631,2335.0,2021-12-14,west
5632,2485.0,2021-12-15,north
5633,2495.0,2021-12-15,south
5634,2365.0,2021-12-15,east
5635,2155.0,2021-12-15,west
5636,2385.0,2021-12-16,north
5637,2385.0,2021-12-16,south
5638,2435.0,2021-12-16,east
5639,2290.0,2021-12-16,west
5640,2210.0,2021-12-17,north
5641,2085.0,2021-12-17,south
5642,2090.0,2021-12-17,east
5643,2370.0,2021-12-17,west
5644,2145.0,2021-12-18,north
5645,2210.0,2021-12-18,south
5646,2380.0,2021-12-18,east
5647,2455.0,2021-12-18,west
5648,2270.0,2021-12-19,north
5649,2040.0,2021-12-19,south
5650,2180.0,2021-12-19,east
5651,2500.0,2021-12-19,west
5652,2115.0,2021-12-20,north
5653,2325.0,2021-12-20,south
5654,2250.0,2021-12-20,east
5655,2180.0,2021-12-20,west
5656,2330.0,2021-12-21,north
5657,2075.0,2021-12-21,south
5658,2355.0,2021-12-21,east
5659,2355.0,2021-12-21,west
5660,2205.0,2021-12-22,north
5661,2155.0,2021-12-22,south
5662,2010.0,2021-12-22,east
5663,2005.0,2021-12-22,west
5664,2410.0,2021-12-23,north
5665,2265.0,2021-12-23,south
5666,2205.0,2021-12-23,east
5667,2115.0,2021-12-23,west
5668,2050.0,2021-12-24,north
5669,2135.0,2021-12-24,south
5670,2440.0,2021-12-24,east
5671,2360.0,2021-12-24,west
5672,2405.0,2021-12-25,north
5673,2115.0,2021-12-25,south
5674,2085.0,2021-12-25,east
5675,2290.0,2021-12-25,west
5676,2245.0,2021-12-26,north
5677,2460.0,2021-12-26,south
5678,2450.0,2021-12-26,east
5679,2310.0,2021-12-26,west
5680,2370.0,2021-12-27,north
5681,2040.0,2021-12-27,south
5682,2415.0,2021-12-27,east
5683,2015.0,2021-12-27,west
5684,2245.0,2021-12-28,north
5685,2120.0,2021-12-28,south
5686,2415.0,2021-12-28,east
5687,2295.0,2021-12-28,west
5688,2445.0,2021-12-29,north
5689,2215.0,2021-12-29,south
5690,2285.0,2021-12-29,east
5691,2395.0,2021-12-29,west
5692,2435.0,2021-12-30,north
5693,2400.0,2021-12-30,south
5694,2260.0,2021-12-30,east
5695,2315.0,2021-12-30,west
5696,2315.0,2021-12-31,north
5697,2175.0,2021-12-31,south
5698,2295.0,2021-12-31,east
5699,2055.0,2021-12-31,west
5700,2130.0,2022-01-01,north
5701,2480.0,2022-01-01,south
5702,2190.0,2022-01-01,east
5703,2170.0,2022-01-01,west
5704,2160.0,2022-01-02,north
5705,2120.0,2022-01-02,south
5706,2110.0,2022-01-02,east
5707,2080.0,2022-01-02,west
5708,2050.0,2022-01-03,north
5709,2150.0,2022-01-03,south
5710,2440.0,2022-01-03,east
5711,2055.0,2022-01-03,west
5712,2405.0,2022-01-04,north
5713,2020.0,2022-01-04,south
5714,2010.0,2022-01-04,east
5715,2005.0,2022-01-04,west
5716,2480.0,2022-01-05,north
5717,2360.0,2022-01-05,south
5718,2025.0,2022-01-05,east
5719,2275.0,2022-01-05,west
5720,2245.0,2022-01-06,north
5721,2060.0,2022-01-06,south
5722,2290.0,2022-01-06,east
5723,2205.0,2022-01-06,west
5724,2065.0,2022-01-07,north
5725,2050.0,2022-01-07,south
5726,2180.0,2022-01-07,east
5727,2135.0,2022-01-07,west
5728,2370.0,2022-01-08,north
5729,2245.0,2022-01-08,south
5730,2070.0,2022-01-08,east
5731,2395.0,2022-01-08,west
5732,2490.0,2022-01-09,north
5733,2105.0,2022-01-09,south
5734,2335.0,2022-01-09,east
5735,2250.0,2022-01-09,west
5736,2240.0,2022-01-10,north
5737,2090.0,2022-01-10,south
5738,2370.0,2022-01-10,east
5739,2315.0,2022-01-10,west
5740,2000.0,2022-01-11,north
5741,2075.0,2022-01-11,south
5742,2305.0,2022-01-11,east
5743,2145.0,2022-01-11,west
5744,2050.0,2022-01-12,north
5745,2260.0,2022-01-12,south
5746,2095.0,2022-01-12,east
5747,2500.0,2022-01-12,west
5748,2260.0,2022-01-13,north
5749,2365.0,2022-01-13,south
5750,2485.0,2022-01-13,east
5751,2180.0,2022-01-13,west
5752,2245.0,2022-01-14,north
5753,2225.0,2022-01-14,south
5754,2080.0,2022-01-14,east
5755,2250.0,2022-01-14,west
5756,2115.0,2022-01-15,north
5757,2145.0,2022-01-15,south
5758,2130.0,2022-01-15,east
5759,2120.0,2022-01-15,west
5760,2315.0,2022-01-16,north
5761,2410.0,2022-01-16,south
5762,2290.0,2022-01-16,east
5763,2150.0,2022-01-16,west
5764,2295.0,2022-01-17,north
5765,2015.0,2022-01-17,south
5766,2070.0,2022-01-17,east
5767,2095.0,2022-01-17,west
5768,2045.0,2022-01-18,north
5769,2125.0,2022-01-18,south
5770,2085.0,2022-01-18,east
5771,2095.0,2022-01-18,west
5772,2295.0,2022-01-19,north
5773,2265.0,2022-01-19,south
5774,2040.0,2022-01-19,east
5775,2200.0,2022-01-19,west
5776,2415.0,2022-01-20,north
5777,2435.0,2022-01-20,south
5778,2160.0,2022-01-20,east
5779,2210.0,2022-01-20,west
5780,2295.0,2022-01-21,north
5781,2405.0,2022-01-21,south
5782,2380.0,2022-01-21,east
5783,2360.0,2022-01-21,west
5784,2080.0,2022-01-22,north
5785,2220.0,2022-01-22,south
5786,2495.0,2022-01-22,east
5787,2500.0,2022-01-22,west
5788,2170.0,2022-01-23,north
5789,2135.0,2022-01-23,south
5790,2205.0,2022-01-23,east
5791,2445.0,2022-01-23,west
5792,2195.0,2022-01-24,north
5793,2375.0,2022-01-24,south
5794,2370.0,2022-01-24,east
5795,2410.0,2022-01-24,west
5796,2470.0,2022-01-25,north
5797,2370.0,2022-01-25,south
5798,2110.0,2022-01-25,east
5799,2480.0,2022-01-25,west
5800,2085.0,2022-01-26,north
5801,2320.0,2022-01-26,south
5802,2075.0,2022-01-26,east
5803,2485.0,2022-01-26,west
5804,2165.0,2022-01-27,north
5805,2400.0,2022-01-27,south
5806,2055.0,2022-01-27,east
5807,2435.0,2022-01-27,west
5808,2380.0,2022-01-28,north
5809,2410.0,2022-01-28,south
5810,2240.0,2022-01-28,east
5811,2450.0,2022-01-28,west
5812,2190.0,2022-01-29,north
5813,2345.0,2022-01-29,south
5814,2290.0,2022-01-29,east
5815,2380.0,2022-01-29,west
5816,2145.0,2022-01-30,north
5817,2150.0,2022-01-30,south
5818,2500.0,2022-01-30,east
5819,2305.0,2022-01-30,west
5820,2045.0,2022-01-31,north
5821,2375.0,2022-01-31,south
5822,2040.0,2022-01-31,east
5823,2055.0,2022-01-31,west
5824,2405.0,2022-02-01,north
5825,2310.0,2022-02-01,south
5826,2405.0,2022-02-01,east
5827,2420.0,2022-02-01,west
5828,2160.0,2022-02-02,north
5829,2485.0,2022-02-02,south
5830,2375.0,2022-02-02,east
5831,2435.0,2022-02-02,west
5832,2125.0,2022-02-03,north
5833,2185.0,2022-02-03,south
5834,2090.0,2022-02-03,east
5835,2115.0,2022-02-03,west
5836,2035.0,2022-02-04,north
5837,2215.0,2022-02-04,south
5838,2010.0,2022-02-04,east
5839,2190.0,2022-02-04,west
5840,2070.0,2022-02-05,north
5841,2000.0,2022-02-05,south
5842,2130.0,2022-02-05,east
5843,2235.0,2022-02-05,west
5844,2250.0,2022-02-06,north
5845,2365.0,2022-02-06,south
5846,2020.0,2022-02-06,east
5847,2215.0,2022-02-06,west
5848,2290.0,2022-02-07,north
5849,2145.0,2022-02-07,south
5850,2255.0,2022-02-07,east
5851,2265.0,2022-02-07,west
5852,2375.0,2022-02-08,north
5853,2360.0,2022-02-08,south
5854,2430.0,2022-02-08,east
5855,2330.0,2022-02-08,west
5856,2290.0,2022-02-09,north
5857,2435.0,2022-02-09,south
5858,2225.0,2022-02-09,east
5859,2255.0,2022-02-09,west
5860,2275.0,2022-02-10,north
5861,2310.0,2022-02-10,south
5862,2070.0,2022-02-10,east
5863,2445.0,2022-02-10,west
5864,2405.0,2022-02-11,north
5865,2030.0,2022-02-11,south
5866,2470.0,2022-02-11,east
5867,2265.0,2022-02-11,west
5868,2245.0,2022-02-12,north
5869,2490.0,2022-02-12,south
5870,2110.0,2022-02-12,east
5871,2085.0,2022-02-12,west
5872,2425.0,2022-02-13,north
5873,2245.0,2022-02-13,south
5874,2500.0,2022-02-13,east
5875,2390.0,2022-02-13,west
5876,2035.0,2022-02-14,north
5877,2465.0,2022-02-14,south
5878,2500.0,2022-02-14,east
5879,2115.0,2022-02-14,west
5880,1638.0,2018-02-06,north
5881,1647.0,2018-02-06,south
5882,1731.0,2018-02-06,east
5883,1557.0,2018-02-06,west
5884,1587.0,2018-02-07,north
5885,1698.0,2018-02-07,south
5886,1542.0,2018-02-07,east
5887,1635.0,2018-02-07,west
5888,1602.0,2018-02-08,north
5889,1536.0,2018-02-08,south
5890,1503.0,2018-02-08,east
5891,1701.0,2018-02-08,west
5892,1758.0,2018-02-09,north
5893,1662.0,2018-02-09,south
5894,1782.0,2018-02-09,east
5895,1515.0,2018-02-09,west
5896,1662.0,2018-02-10,north
5897,1557.0,2018-02-10,south
5898,1650.0,2018-02-10,east
5899,1674.0,2018-02-10,west
5900,1554.0,2018-02-11,north
5901,1587.0,2018-02-11,south
5902,1563.0,2018-02-11,east
5903,1764.0,2018-02-11,west
5904,1758.0,2018-02-12,north
5905,1608.0,2018-02-12,south
5906,1569.0,2018-02-12,east
5907,1653.0,2018-02-12,west
5908,1572.0,2018-02-13,north
5909,1716.0,2018-02-13,south
5910,1773.0,2018-02-13,east
5911,1725.0,2018-02-13,west
5912,1767.0,2018-02-14,north
5913,1710.0,2018-02-14,south
5914,1698.0,2018-02-14,east
5915,1512.0,2018-02-14,west
5916,1746.0,2018-02-15,north
5917,1734.0,2018-02-15,south
5918,1524.0,2018-02-15,east
5919,1614.0,2018-02-15,west
5920,1578.0,2018-02-16,north
5921,1782.0,2018-02-16,south
5922,1527.0,2018-02-16,east
5923,1752.0,2018-02-16,west
5924,1785.0,2018-02-17,north
5925,1689.0,2018-02-17,south
5926,1641.0,2018-02-17,east
5927,1575.0,2018-02-17,west
5928,1644.0,2018-02-18,north
5929,1674.0,2018-02-18,south
5930,1551.0,2018-02-18,east
5931,1737.0,2018-02-18,west
5932,1563.0,2018-02-19,north
5933,1647.0,2018-02-19,south
5934,1605.0,2018-02-19,east
5935,1539.0,2018-02-19,west
5936,1698.0,2018-02-20,north
5937,1575.0,2018-02-20,south
5938,1500.0,2018-02-20,east
5939,1551.0,2018-02-20,west
5940,1737.0,2018-02-21,north
5941,1542.0,2018-02-21,south
5942,1665.0,2018-02-21,east
5943,1548.0,2018-02-21,west
5944,1635.0,2018-02-22,north
5945,1632.0,2018-02-22,south
5946,1668.0,2018-02-22,east
5947,1764.0,2018-02-22,west
5948,1533.0,2018-02-23,north
5949,1563.0,2018-02-23,south
5950,1641.0,2018-02-23,east
5951,1773.0,2018-02-23,west
5952,1629.0,2018-02-24,north
5953,1698.0,2018-02-24,south
5954,1725.0,2018-02-24,east
5955,1722.0,2018-02-24,west
5956,1596.0,2018-02-25,north
5957,1710.0,2018-02-25,south
5958,1635.0,2018-02-25,east
5959,1659.0,2018-02-25,west
5960,1686.0,2018-02-26,north
5961,1533.0,2018-02-26,south
5962,1524.0,2018-02-26,east
5963,1530.0,2018-02-26,west
5964,1665.0,2018-02-27,north
5965,1695.0,2018-02-27,south
5966,1578.0,2018-02-27,east
5967,1620.0,2018-02-27,west
5968,1767.0,2018-02-28,north
5969,1593.0,2018-02-28,south
5970,1743.0,2018-02-28,east
5971,1557.0,2018-02-28,west
5972,1668.0,2018-03-01,north
5973,1782.0,2018-03-01,south
5974,1527.0,2018-03-01,east
5975,1668.0,2018-03-01,west
5976,1635.0,2018-03-02,north
5977,1569.0,2018-03-02,south
5978,1746.0,2018-03-02,east
5979,1773.0,2018-03-02,west
5980,1539.0,2018-03-03,north
5981,1500.0,2018-03-03,south
5982,1569.0,2018-03-03,east
5983,1557.0,2018-03-03,west
5984,1773.0,2018-03-04,north
5985,1644.0,2018-03-04,south
5986,1614.0,2018-03-04,east
5987,1674.0,2018-03-04,west
5988,1533.0,2018-03-05,north
5989,1653.0,2018-03-05,south
5990,1557.0,2018-03-05,east
5991,1746.0,2018-03-05,west
5992,1719.0,2018-03-06,north
5993,1719.0,2018-03-06,south
5994,1659.0,2018-03-06,east
5995,1800.0,2018-03-06,west
5996,1581.0,2018-03-07,north
5997,1602.0,2018-03-07,south
5998,1608.0,2018-03-07,east
5999,1650.0,2018-03-07,west
6000,1611.0,2018-03-08,north
6001,1530.0,2018-03-08,south
6002,1698.0,2018-03-08,east
6003,1668.0,2018-03-08,west
6004,1746.0,2018-03-09,north
6005,1524.0,2018-03-09,south
6006,1506.0,2018-03-09,east
6007,1704.0,2018-03-09,west
6008,1788.0,2018-03-10,north
6009,1719.0,2018-03-10,south
6010,1746.0,2018-03-10,east
6011,1584.0,2018-03-10,west
6012,1692.0,2018-03-11,north
6013,1635.0,2018-03-11,south
6014,1608.0,2018-03-11,east
6015,1590.0,2018-03-11,west
6016,1599.0,2018-03-12,north
6017,1518.0,2018-03-12,south
6018,1602.0,2018-03-12,east
6019,1659.0,2018-03-12,west
6020,1644.0,2018-03-13,north
6021,1611.0,2018-03-13,south
6022,1554.0,2018-03-13,east
6023,1515.0,2018-03-13,west
6024,1515.0,2018-03-14,north
6025,1632.0,2018-03-14,south
6026,1512.0,2018-03-14,east
6027,1776.0,2018-03-14,west
6028,1677.0,2018-03-15,north
6029,1503.0,2018-03-15,south
6030,1605.0,2018-03-15,east
6031,1647.0,2018-03-15,west
6032,1506.0,2018-03-16,north
6033,1737.0,2018-03-16,south
6034,1590.0,2018-03-16,east
6035,1767.0,2018-03-16,west
6036,1593.0,2018-03-17,north
6037,1614.0,2018-03-17,south
6038,1710.0,2018-03-17,east
6039,1662.0,2018-03-17,west
6040,1650.0,2018-03-18,north
6041,1755.0,2018-03-18,south
6042,1698.0,2018-03-18,east
6043,1659.0,2018-03-18,west
6044,1683.0,2018-03-19,north
6045,1509.0,2018-03-19,south
6046,1500.0,2018-03-19,east
6047,1545.0,2018-03-19,west
6048,1647.0,2018-03-20,north
6049,1614.0,2018-03-20,south
6050,1629.0,2018-03-20,east
6051,1677.0,2018-03-20,west
6052,1743.0,2018-03-21,north
6053,1569.0,2018-03-21,south
6054,1593.0,2018-03-21,east
6055,1578.0,2018-03-21,west
6056,1578.0,2018-03-22,north
6057,1581.0,2018-03-22,south
6058,1653.0,2018-03-22,east
6059,1578.0,2018-03-22,west
6060,1761.0,2018-03-23,north
6061,1611.0,2018-03-23,south
6062,1749.0,2018-03-23,east
6063,1764.0,2018-03-23,west
6064,1716.0,2018-03-24,north
6065,1710.0,2018-03-24,south
6066,1800.0,2018-03-24,east
6067,1728.0,2018-03-24,west
6068,1743.0,2018-03-25,north
6069,1764.0,2018-03-25,south
6070,1740.0,2018-03-25,east
6071,1707.0,2018-03-25,west
6072,1509.0,2018-03-26,north
6073,1641.0,2018-03-26,south
6074,1533.0,2018-03-26,east
6075,1752.0,2018-03-26,west
6076,1767.0,2018-03-27,north
6077,1590.0,2018-03-27,south
6078,1533.0,2018-03-27,east
6079,1704.0,2018-03-27,west
6080,1671.0,2018-03-28,north
6081,1527.0,2018-03-28,south
6082,1524.0,2018-03-28,east
6083,1629.0,2018-03-28,west
6084,1722.0,2018-03-29,north
6085,1557.0,2018-03-29,south
6086,1686.0,2018-03-29,east
6087,1779.0,2018-03-29,west
6088,1734.0,2018-03-30,north
6089,1776.0,2018-03-30,south
6090,1554.0,2018-03-30,east
6091,1725.0,2018-03-30,west
6092,1617.0,2018-03-31,north
6093,1635.0,2018-03-31,south
6094,1605.0,2018-03-31,east
6095,1785.0,2018-03-31,west
6096,1761.0,2018-04-01,north
6097,1530.0,2018-04-01,south
6098,1710.0,2018-04-01,east
6099,1506.0,2018-04-01,west
6100,1509.0,2018-04-02,north
6101,1797.0,2018-04-02,south
6102,1662.0,2018-04-02,east
6103,1530.0,2018-04-02,west
6104,1767.0,2018-04-03,north
6105,1767.0,2018-04-03,south
6106,1614.0,2018-04-03,east
6107,1533.0,2018-04-03,west
6108,1767.0,2018-04-04,north
6109,1761.0,2018-04-04,south
6110,1566.0,2018-04-04,east
6111,1623.0,2018-04-04,west
6112,1506.0,2018-04-05,north
6113,1512.0,2018-04-05,south
6114,1692.0,2018-04-05,east
6115,1749.0,2018-04-05,west
6116,1701.0,2018-04-06,north
6117,1752.0,2018-04-06,south
6118,1632.0,2018-04-06,east
6119,1515.0,2018-04-06,west
6120,1725.0,2018-04-07,north
6121,1611.0,2018-04-07,south
6122,1788.0,2018-04-07,east
6123,1617.0,2018-04-07,west
6124,1656.0,2018-04-08,north
6125,1674.0,2018-04-08,south
6126,1557.0,2018-04-08,east
6127,1701.0,2018-04-08,west
6128,1686.0,2018-04-09,north
6129,1782.0,2018-04-09,south
6130,1641.0,2018-04-09,east
6131,1557.0,2018-04-09,west
6132,1686.0,2018-04-10,north
6133,1527.0,2018-04-10,south
6134,1698.0,2018-04-10,east
6135,1728.0,2018-04-10,west
6136,1671.0,2018-04-11,north
